LMP,Load,Temp,,,,LMP(S),Load(S),LMP(S),,LMP(O),Load(O),Temp(O)
18.5,40.28,21.62,,,,,,,,,,
16.84,38.1,20.37,,,,,,,,,,
22.84,38.1,20.37,,,,,,,,,,
11.83,38.1,19.61,,,,,,,,,,
14.58,38.1,19.61,,,,,,,,,,
10.93,36.66,18.88,,,,,,,,,,
17.15,36.66,18.88,,,,,,,,,,
12.26,36.66,18.97,,,,,,,,,,
14.49,36.66,18.97,,,,,,,,,,
17.59,35.83,19.02,,,,,,,,,,
16.27,35.83,19.02,,,,,,,,,,
15.38,35.83,19.19,,,,,,,,,,
14.33,35.83,19.19,,,,,,,,,,
13.92,35.48,19.4,,,,,,,,,,
16.79,35.48,19.4,,,,,,,,,,
18.22,35.48,19.56,,,,,,,,,,
22,35.48,19.56,,,,,,,,,,
14.17,36.07,19.76,,,,,,,,,,
15.51,36.07,19.76,,,,,,,,,,
17.27,36.07,19.84,,,,,,,,,,
18.07,36.07,19.84,,,,,,,,,,
24.51,37.52,19.9,,,,,,,,,,
18.82,37.52,19.9,,,,,,,,,,
20.78,37.52,19.89,,,,,,,,,,
15.65,37.52,19.89,,,,,,,,,,
25.02,40.2,19.88,,,,,,,,,,
11.63,40.2,19.88,,,,,,,,,,
21.38,40.2,19.62,,,,,,,,,,
15.21,40.2,19.62,,,,,,,,,,
17.25,42.9,19.4,,,,,,,,,,
16.04,42.9,19.4,,,,,,,,,,
14.04,42.9,18.93,,,,,,,,,,
13.68,42.9,18.93,,,,,,,,,,
8.22,44.28,18.45,,,,,,,,,,
10.93,44.28,18.45,,,,,,,,,,
11.96,44.28,17.89,,,,,,,,,,
43.57,44.28,17.89,,,,,,,,,,
34.44,45.52,17.29,,,,,,,,,,
38.73,45.52,17.29,,,,,,,,,,
34.47,45.52,16.68,,,,,,,,,,
36.01,45.52,16.68,,,,,,,,,,
34.41,46.86,16.06,,,,,,,,,,
35.99,46.86,16.06,,,,,,,,,,
16.06,46.86,15.72,,,,,,,,,,
6.7,46.86,15.72,,,,,,,,,,
20.13,47.67,15.36,,,,,,,,,,
27.37,47.67,15.36,,,,,,,,,,
148.5,47.67,16.19,,,,,,,,,,
114.5,47.67,16.19,,,,,,,,,,
79.79,48.1,16.96,,,,,,,,,,
10.18,48.1,16.96,,,,,,,,,,
-8.65,48.1,17.7,,,,,,,,,,
-5.39,48.1,17.7,,,,,,,,,,
28.42,48.34,18.48,,,,,,,,,,
137.71,48.34,18.48,,,,,,,,,,
91.44,48.34,19.9,,,,,,,,,,
128.52,48.34,19.9,,,,,,,,,,
50.91,48.5,21.32,,,,,,,,,,
3.11,48.5,21.32,,,,,,,,,,
18.21,48.5,22.2,,,,,,,,,,
25.45,48.5,22.2,,,,,,,,,,
18.44,48.83,23.17,,,,,,,,,,
115.33,48.83,23.17,,,,,,,,,,
40.93,48.83,23.76,,,,,,,,,,
36.75,48.83,23.76,,,,,,,,,,
32.75,49.65,24.42,,,,,,,,,,
22.59,49.65,24.42,,,,,,,,,,
29.4,49.65,24.75,,,,,,,,,,
31.85,49.65,24.75,,,,,,,,,,
29.58,50.65,25.13,,,,,,,,,,
47.59,50.65,25.13,,,,,,,,,,
52.7,50.65,25.28,,,,,,,,,,
5,50.65,25.28,,,,,,,,,,
5.35,50.5,25.53,,,,,,,,,,
4.53,50.5,25.53,,,,,,,,,,
0.29,50.5,25.59,,,,,,,,,,
27.91,50.5,25.59,,,,,,,,,,
113.75,48.84,25.71,,,,,,,,,,
55.6,48.84,25.71,,,,,,,,,,
30.3,48.84,25.53,,,,,,,,,,
26.97,48.84,25.53,,,,,,,,,,
11.01,47.54,25.39,,,,,,,,,,
21.65,47.54,25.39,,,,,,,,,,
10.99,47.54,25.3,,,,,,,,,,
10.72,47.54,25.3,,,,,,,,,,
15.51,44.59,25.27,,,,,,,,,,
12.99,44.59,25.27,,,,,,,,,,
7.05,44.59,25.11,,,,,,,,,,
11.13,44.59,25.11,,,,,,,,,,
14.62,40.87,24.96,,,,,,,,,,
7.63,40.87,24.96,,,,,,,,,,
6.31,40.87,24.49,,,,,,,,,,
10.16,40.87,24.49,,,,,,,,,,
13.32,37.29,24.18,,,,,,,,,,
12.87,37.29,24.18,,,,,,,,,,
9.95,37.29,24.18,,,,,,,,,,
18.11,41.19,26.72,,,,,,,,,,
18,39.31,24.96,,,,,,,,,,
18.03,39.31,24.96,,,,,,,,,,
17.48,39.31,24.37,,,,,,,,,,
17.06,39.31,24.37,,,,,,,,,,
16.57,38.08,23.79,,,,,,,,,,
16.94,38.08,23.79,,,,,,,,,,
16.47,38.08,23.48,,,,,,,,,,
16.45,38.08,23.48,,,,,,,,,,
16.78,37.41,23.16,,,,,,,,,,
16.64,37.41,23.16,,,,,,,,,,
16.55,37.41,22.94,,,,,,,,,,
16.44,37.41,22.94,,,,,,,,,,
16.83,37.5,22.71,,,,,,,,,,
17.13,37.5,22.71,,,,,,,,,,
17.66,37.5,22.55,,,,,,,,,,
18.12,37.5,22.55,,,,,,,,,,
19.14,38.79,22.38,,,,,,,,,,
18.8,38.79,22.38,,,,,,,,,,
19.54,38.79,22.26,,,,,,,,,,
19.47,38.79,22.26,,,,,,,,,,
23.52,41.14,22.12,,,,,,,,,,
23.01,41.14,22.12,,,,,,,,,,
26.56,41.14,22,,,,,,,,,,
26.46,41.14,22,,,,,,,,,,
28.39,42.5,21.9,,,,,,,,,,
26.35,42.5,21.9,,,,,,,,,,
26.02,42.5,21.79,,,,,,,,,,
25.42,42.5,21.79,,,,,,,,,,
26,43.75,21.68,,,,,,,,,,
24.18,43.75,21.68,,,,,,,,,,
23.76,43.75,21.58,,,,,,,,,,
23.61,43.75,21.58,,,,,,,,,,
25.39,45.55,21.47,,,,,,,,,,
25.08,45.55,21.47,,,,,,,,,,
25.58,45.55,21.36,,,,,,,,,,
29,45.55,21.36,,,,,,,,,,
29.28,47.59,21.23,,,,,,,,,,
29.22,47.59,21.23,,,,,,,,,,
29.51,47.59,21.11,,,,,,,,,,
29.19,47.59,21.11,,,,,,,,,,
29.99,49.49,20.98,,,,,,,,,,
31.15,49.49,20.98,,,,,,,,,,
33.46,49.49,20.87,,,,,,,,,,
37.35,49.49,20.87,,,,,,,,,,
34.02,51.1,20.76,,,,,,,,,,
36.64,51.1,20.76,,,,,,,,,,
43.71,51.1,20.94,,,,,,,,,,
48.57,51.1,20.94,,,,,,,,,,
58.61,52.53,21.12,,,,,,,,,,
76.93,52.53,21.12,,,,,,,,,,
98.02,52.53,21.77,,,,,,,,,,
116.73,52.53,21.77,,,,,,,,,,
112.07,53.5,22.42,,,,,,,,,,
147.51,53.5,22.42,,,,,,,,,,
180.71,53.5,23.2,,,,,,,,,,
223.61,53.5,23.2,,,,,,,,,,
219.29,53.94,23.98,,,,,,,,,,
250.65,53.94,23.98,,,,,,,,,,
261.83,53.94,24.78,,,,,,,,,,
278.82,53.94,24.78,,,,,,,,,,
224.47,54.09,25.57,,,,,,,,,,
267.07,54.09,25.57,,,,,,,,,,
233.02,54.09,26.23,,,,,,,,,,
196.63,54.09,26.23,,,,,,,,,,
128.69,53.79,26.89,,,,,,,,,,
119.16,53.79,26.89,,,,,,,,,,
92.54,53.79,27.4,,,,,,,,,,
70.91,53.79,27.4,,,,,,,,,,
46.79,52.87,27.9,,,,,,,,,,
40.83,52.87,27.9,,,,,,,,,,
39.51,52.87,28.24,,,,,,,,,,
36.34,52.87,28.24,,,,,,,,,,
33.1,51.81,28.57,,,,,,,,,,
33.23,51.81,28.57,,,,,,,,,,
34.15,51.81,28.71,,,,,,,,,,
32.99,51.81,28.71,,,,,,,,,,
33.31,50.93,28.86,,,,,,,,,,
31.83,50.93,28.86,,,,,,,,,,
28.73,50.93,28.83,,,,,,,,,,
26.03,50.93,28.83,,,,,,,,,,
26.48,49.01,28.78,,,,,,,,,,
25.15,49.01,28.78,,,,,,,,,,
23.92,49.01,28.57,,,,,,,,,,
21.76,49.01,28.57,,,,,,,,,,
22.29,46.03,28.35,,,,,,,,,,
22.99,46.03,28.35,,,,,,,,,,
21.74,46.03,27.95,,,,,,,,,,
20.62,46.03,27.95,,,,,,,,,,
20.22,42.86,27.55,,,,,,,,,,
20.62,42.86,27.55,,,,,,,,,,
19.83,42.86,26.88,,,,,,,,,,
18.37,42.86,26.88,,,,,,,,,,
18.35,40.21,26.19,,,,,,,,,,
18.3,40.21,26.19,,,,,,,,,,
17.91,40.21,26.19,,,,,,,,,,
22.92,40.9,29.74,,,,,,,,,,
20.35,39.31,27.49,,,,,,,,,,
21.99,39.31,27.49,,,,,,,,,,
24.35,39.31,26.56,,,,,,,,,,
21.68,39.31,26.56,,,,,,,,,,
20.06,38.33,25.64,,,,,,,,,,
20.29,38.33,25.64,,,,,,,,,,
20.87,38.33,25,,,,,,,,,,
20.33,38.33,25,,,,,,,,,,
20.57,37.85,24.38,,,,,,,,,,
18.91,37.85,24.38,,,,,,,,,,
18.81,37.85,23.74,,,,,,,,,,
18.62,37.85,23.74,,,,,,,,,,
18.69,38.08,23.09,,,,,,,,,,
17.75,38.08,23.09,,,,,,,,,,
17.9,38.08,22.44,,,,,,,,,,
17.98,38.08,22.44,,,,,,,,,,
18.93,39.43,21.81,,,,,,,,,,
18.06,39.43,21.81,,,,,,,,,,
18.2,39.43,21.2,,,,,,,,,,
19.35,39.43,21.2,,,,,,,,,,
20.16,41.61,20.58,,,,,,,,,,
20.5,41.61,20.58,,,,,,,,,,
22.22,41.61,19.97,,,,,,,,,,
23.63,41.61,19.97,,,,,,,,,,
25.16,42.78,19.36,,,,,,,,,,
27.14,42.78,19.36,,,,,,,,,,
31.95,42.78,18.76,,,,,,,,,,
30.39,42.78,18.76,,,,,,,,,,
25.99,44.09,18.13,,,,,,,,,,
25.06,44.09,18.13,,,,,,,,,,
23.37,44.09,17.52,,,,,,,,,,
23.84,44.09,17.52,,,,,,,,,,
25.16,45.35,16.9,,,,,,,,,,
24.31,45.35,16.9,,,,,,,,,,
23.27,45.35,16.32,,,,,,,,,,
23.01,45.35,16.32,,,,,,,,,,
26.57,46.14,15.73,,,,,,,,,,
24.32,46.14,15.73,,,,,,,,,,
24.34,46.14,15.24,,,,,,,,,,
21.65,46.14,15.24,,,,,,,,,,
21.53,46.65,14.73,,,,,,,,,,
21.04,46.65,14.73,,,,,,,,,,
22.3,46.65,14.3,,,,,,,,,,
22.63,46.65,14.3,,,,,,,,,,
20.87,47.1,13.85,,,,,,,,,,
19.83,47.1,13.85,,,,,,,,,,
18,47.1,13.83,,,,,,,,,,
22.85,47.1,13.83,,,,,,,,,,
23.11,47.7,13.81,,,,,,,,,,
26.39,47.7,13.81,,,,,,,,,,
29.63,47.7,14.55,,,,,,,,,,
29.61,47.7,14.55,,,,,,,,,,
27.22,48.05,15.26,,,,,,,,,,
34.3,48.05,15.26,,,,,,,,,,
38.94,48.05,16.6,,,,,,,,,,
46.27,48.05,16.6,,,,,,,,,,
46.83,48.29,17.95,,,,,,,,,,
51.12,48.29,17.95,,,,,,,,,,
57.07,48.29,19.3,,,,,,,,,,
63.36,48.29,19.3,,,,,,,,,,
61.04,48.45,20.64,,,,,,,,,,
71.26,48.45,20.64,,,,,,,,,,
76.06,48.45,21.92,,,,,,,,,,
73.17,48.45,21.92,,,,,,,,,,
58.3,48.21,23.2,,,,,,,,,,
60.12,48.21,23.2,,,,,,,,,,
56.23,48.21,24.14,,,,,,,,,,
50.26,48.21,24.14,,,,,,,,,,
36.9,47.48,25.07,,,,,,,,,,
33.44,47.48,25.07,,,,,,,,,,
29.34,47.48,25.77,,,,,,,,,,
26.39,47.48,25.77,,,,,,,,,,
29.4,46.7,26.47,,,,,,,,,,
29.38,46.7,26.47,,,,,,,,,,
28.29,46.7,26.94,,,,,,,,,,
27.06,46.7,26.94,,,,,,,,,,
24.71,46.16,27.43,,,,,,,,,,
26.17,46.16,27.43,,,,,,,,,,
24.88,46.16,27.67,,,,,,,,,,
22.49,46.16,27.67,,,,,,,,,,
18.89,44.62,27.88,,,,,,,,,,
18.3,44.62,27.88,,,,,,,,,,
17.67,44.62,27.82,,,,,,,,,,
15.89,44.62,27.82,,,,,,,,,,
15.79,42.02,27.75,,,,,,,,,,
16.32,42.02,27.75,,,,,,,,,,
15.83,42.02,27.29,,,,,,,,,,
14.99,42.02,27.29,,,,,,,,,,
14.61,39.2,26.85,,,,,,,,,,
14.46,39.2,26.85,,,,,,,,,,
14.44,39.2,25.64,,,,,,,,,,
12.63,39.2,25.64,,,,,,,,,,
13.28,36.88,24.43,,,,,,,,,,
13.64,36.88,24.43,,,,,,,,,,
12.48,36.88,24.43,,,,,,,,,,
18.16,41.17,26.71,,,,,,,,,,
18.05,39.29,24.95,,,,,,,,,,
18.09,39.29,24.95,,,,,,,,,,
17.53,39.29,24.36,,,,,,,,,,
17.11,39.29,24.36,,,,,,,,,,
16.62,38.07,23.78,,,,,,,,,,
17,38.07,23.78,,,,,,,,,,
16.53,38.07,23.46,,,,,,,,,,
16.52,38.07,23.46,,,,,,,,,,
16.86,37.41,23.15,,,,,,,,,,
16.71,37.41,23.15,,,,,,,,,,
16.62,37.41,22.93,,,,,,,,,,
16.51,37.41,22.93,,,,,,,,,,
16.9,37.5,22.7,,,,,,,,,,
17.2,37.5,22.7,,,,,,,,,,
17.74,37.5,22.54,,,,,,,,,,
18.2,37.5,22.54,,,,,,,,,,
19.24,38.81,22.37,,,,,,,,,,
18.88,38.81,22.37,,,,,,,,,,
19.64,38.81,22.25,,,,,,,,,,
19.57,38.81,22.25,,,,,,,,,,
23.7,41.18,22.11,,,,,,,,,,
23.16,41.18,22.11,,,,,,,,,,
26.82,41.18,21.99,,,,,,,,,,
26.73,41.18,21.99,,,,,,,,,,
28.69,42.54,21.89,,,,,,,,,,
26.58,42.54,21.89,,,,,,,,,,
26.21,42.54,21.78,,,,,,,,,,
25.6,42.54,21.78,,,,,,,,,,
26.18,43.78,21.67,,,,,,,,,,
24.3,43.78,21.67,,,,,,,,,,
23.86,43.78,21.57,,,,,,,,,,
23.71,43.78,21.57,,,,,,,,,,
25.51,45.56,21.46,,,,,,,,,,
25.18,45.56,21.46,,,,,,,,,,
25.67,45.56,21.35,,,,,,,,,,
29.15,45.56,21.35,,,,,,,,,,
29.43,47.6,21.22,,,,,,,,,,
29.35,47.6,21.22,,,,,,,,,,
29.64,47.6,21.1,,,,,,,,,,
29.31,47.6,21.1,,,,,,,,,,
30.11,49.48,20.97,,,,,,,,,,
31.27,49.48,20.97,,,,,,,,,,
33.59,49.48,20.86,,,,,,,,,,
37.51,49.48,20.86,,,,,,,,,,
34.15,51.09,20.75,,,,,,,,,,
36.78,51.09,20.75,,,,,,,,,,
43.91,51.09,20.93,,,,,,,,,,
48.78,51.09,20.93,,,,,,,,,,
58.95,52.51,21.1,,,,,,,,,,
77.42,52.51,21.1,,,,,,,,,,
98.76,52.51,21.76,,,,,,,,,,
117.57,52.51,21.76,,,,,,,,,,
112.88,53.48,22.41,,,,,,,,,,
148.7,53.48,22.41,,,,,,,,,,
182.22,53.48,23.19,,,,,,,,,,
225.52,53.48,23.19,,,,,,,,,,
221.23,53.92,23.97,,,,,,,,,,
252.88,53.92,23.97,,,,,,,,,,
264.08,53.92,24.77,,,,,,,,,,
281.1,53.92,24.77,,,,,,,,,,
226.1,54.06,25.56,,,,,,,,,,
269.06,54.06,25.56,,,,,,,,,,
234.53,54.06,26.22,,,,,,,,,,
197.72,54.06,26.22,,,,,,,,,,
129.28,53.76,26.88,,,,,,,,,,
119.73,53.76,26.88,,,,,,,,,,
92.92,53.76,27.38,,,,,,,,,,
71.15,53.76,27.38,,,,,,,,,,
46.88,52.82,27.88,,,,,,,,,,
40.9,52.82,27.88,,,,,,,,,,
39.58,52.82,28.22,,,,,,,,,,
36.41,52.82,28.22,,,,,,,,,,
33.14,51.76,28.55,,,,,,,,,,
33.29,51.76,28.55,,,,,,,,,,
34.23,51.76,28.69,,,,,,,,,,
33.09,51.76,28.69,,,,,,,,,,
33.44,50.89,28.84,,,,,,,,,,
31.94,50.89,28.84,,,,,,,,,,
28.8,50.89,28.81,,,,,,,,,,
26.06,50.89,28.81,,,,,,,,,,
26.53,48.96,28.77,,,,,,,,,,
25.18,48.96,28.77,,,,,,,,,,
23.96,48.96,28.55,,,,,,,,,,
21.77,48.96,28.55,,,,,,,,,,
22.3,45.98,28.33,,,,,,,,,,
23.03,45.98,28.33,,,,,,,,,,
21.76,45.98,27.94,,,,,,,,,,
20.64,45.98,27.94,,,,,,,,,,
20.23,42.8,27.54,,,,,,,,,,
20.63,42.8,27.54,,,,,,,,,,
19.85,42.8,26.87,,,,,,,,,,
18.37,42.8,26.87,,,,,,,,,,
18.36,40.16,26.18,,,,,,,,,,
18.3,40.16,26.18,,,,,,,,,,
17.92,40.16,26.18,,,,,,,,,,
19.02,42.23,27.58,,,,,,,,,,
18.65,40.36,25.75,,,,,,,,,,
18.87,40.36,25.75,,,,,,,,,,
18.8,40.36,25.12,,,,,,,,,,
18.12,40.36,25.12,,,,,,,,,,
17.42,39.15,24.49,,,,,,,,,,
17.79,39.15,24.49,,,,,,,,,,
17.63,39.15,24.13,,,,,,,,,,
17.49,39.15,24.13,,,,,,,,,,
17.89,38.49,23.77,,,,,,,,,,
17.47,38.49,23.77,,,,,,,,,,
17.37,38.49,23.49,,,,,,,,,,
17.21,38.49,23.49,,,,,,,,,,
17.55,38.62,23.2,,,,,,,,,,
17.55,38.62,23.2,,,,,,,,,,
17.97,38.62,22.96,,,,,,,,,,
18.44,38.62,22.96,,,,,,,,,,
19.63,40.01,22.72,,,,,,,,,,
18.94,40.01,22.72,,,,,,,,,,
19.54,40.01,22.53,,,,,,,,,,
19.67,40.01,22.53,,,,,,,,,,
23.73,42.43,22.32,,,,,,,,,,
22.9,42.43,22.32,,,,,,,,,,
26.64,42.43,22.13,,,,,,,,,,
26.81,42.43,22.13,,,,,,,,,,
28.75,43.68,21.96,,,,,,,,,,
26.72,43.68,21.96,,,,,,,,,,
26.63,43.68,21.79,,,,,,,,,,
26.12,43.68,21.79,,,,,,,,,,
25.96,44.81,21.6,,,,,,,,,,
23.83,44.81,21.6,,,,,,,,,,
23.28,44.81,21.43,,,,,,,,,,
22.95,44.81,21.43,,,,,,,,,,
23.99,46.41,21.26,,,,,,,,,,
23.67,46.41,21.26,,,,,,,,,,
23.7,46.41,21.07,,,,,,,,,,
26.12,46.41,21.07,,,,,,,,,,
27.01,48.12,20.88,,,,,,,,,,
26.58,48.12,20.88,,,,,,,,,,
27.03,48.12,20.71,,,,,,,,,,
26.29,48.12,20.71,,,,,,,,,,
26.91,49.7,20.53,,,,,,,,,,
27.44,49.7,20.53,,,,,,,,,,
29.46,49.7,20.38,,,,,,,,,,
32.67,49.7,20.38,,,,,,,,,,
29.84,51.07,20.23,,,,,,,,,,
31.39,51.07,20.23,,,,,,,,,,
35.73,51.07,20.39,,,,,,,,,,
40.05,51.07,20.39,,,,,,,,,,
45.12,52.37,20.55,,,,,,,,,,
57.19,52.37,20.55,,,,,,,,,,
70.18,52.37,21.22,,,,,,,,,,
78.84,52.37,21.22,,,,,,,,,,
74.78,53.21,21.89,,,,,,,,,,
93.01,53.21,21.89,,,,,,,,,,
108.83,53.21,22.8,,,,,,,,,,
127.74,53.21,22.8,,,,,,,,,,
127.85,53.59,23.72,,,,,,,,,,
143.9,53.59,23.72,,,,,,,,,,
148.75,53.59,24.64,,,,,,,,,,
154.84,53.59,24.64,,,,,,,,,,
130.86,53.68,25.56,,,,,,,,,,
147.54,53.68,25.56,,,,,,,,,,
134.17,53.68,26.37,,,,,,,,,,
116.34,53.68,26.37,,,,,,,,,,
82.3,53.23,27.18,,,,,,,,,,
78.32,53.23,27.18,,,,,,,,,,
64.5,53.23,27.79,,,,,,,,,,
52.79,53.23,27.79,,,,,,,,,,
38.12,52.12,28.38,,,,,,,,,,
34,52.12,28.38,,,,,,,,,,
31.22,52.12,28.8,,,,,,,,,,
28.86,52.12,28.8,,,,,,,,,,
28.57,50.93,29.21,,,,,,,,,,
28.27,50.93,29.21,,,,,,,,,,
28.11,50.93,29.42,,,,,,,,,,
27.43,50.93,29.42,,,,,,,,,,
28.6,50.01,29.64,,,,,,,,,,
27.93,50.01,29.64,,,,,,,,,,
25.68,50.01,29.67,,,,,,,,,,
23.18,50.01,29.67,,,,,,,,,,
22.52,48.12,29.69,,,,,,,,,,
21.32,48.12,29.69,,,,,,,,,,
21.02,48.12,29.51,,,,,,,,,,
19.02,48.12,29.51,,,,,,,,,,
19.08,45.16,29.32,,,,,,,,,,
19.92,45.16,29.32,,,,,,,,,,
19.05,45.16,28.9,,,,,,,,,,
18.29,45.16,28.9,,,,,,,,,,
17.84,42.04,28.49,,,,,,,,,,
17.74,42.04,28.49,,,,,,,,,,
17.36,42.04,27.7,,,,,,,,,,
16.35,42.04,27.7,,,,,,,,,,
16.51,39.44,26.91,,,,,,,,,,
16.49,39.44,26.91,,,,,,,,,,
16.05,39.44,26.91,,,,,,,,,,
19.25,42.41,26.78,,,,,,,,,,
19.2,40.52,25.21,,,,,,,,,,
19.41,40.52,25.21,,,,,,,,,,
18.87,40.52,24.7,,,,,,,,,,
18.34,40.52,24.7,,,,,,,,,,
17.78,39.27,24.19,,,,,,,,,,
18.46,39.27,24.19,,,,,,,,,,
17.93,39.27,23.91,,,,,,,,,,
17.89,39.27,23.91,,,,,,,,,,
18.57,38.58,23.63,,,,,,,,,,
18.23,38.58,23.63,,,,,,,,,,
18.11,38.58,23.44,,,,,,,,,,
17.98,38.58,23.44,,,,,,,,,,
18.35,38.64,23.26,,,,,,,,,,
18.55,38.64,23.26,,,,,,,,,,
19.11,38.64,23.12,,,,,,,,,,
19.73,38.64,23.12,,,,,,,,,,
20.8,39.89,22.99,,,,,,,,,,
19.92,39.89,22.99,,,,,,,,,,
20.46,39.89,22.9,,,,,,,,,,
20.45,39.89,22.9,,,,,,,,,,
25.22,42.19,22.79,,,,,,,,,,
24.3,42.19,22.79,,,,,,,,,,
28.32,42.19,22.69,,,,,,,,,,
28.02,42.19,22.69,,,,,,,,,,
30.87,43.51,22.61,,,,,,,,,,
28.12,43.51,22.61,,,,,,,,,,
27.77,43.51,22.51,,,,,,,,,,
27.17,43.51,22.51,,,,,,,,,,
27.69,44.68,22.41,,,,,,,,,,
25.26,44.68,22.41,,,,,,,,,,
24.58,44.68,22.32,,,,,,,,,,
24.24,44.68,22.32,,,,,,,,,,
25.95,46.3,22.22,,,,,,,,,,
25.47,46.3,22.22,,,,,,,,,,
26.02,46.3,22.1,,,,,,,,,,
29.98,46.3,22.1,,,,,,,,,,
30.06,48.07,21.97,,,,,,,,,,
29.83,48.07,21.97,,,,,,,,,,
30.04,48.07,21.84,,,,,,,,,,
29.59,48.07,21.84,,,,,,,,,,
30.26,49.67,21.71,,,,,,,,,,
31.06,49.67,21.71,,,,,,,,,,
33.04,49.67,21.59,,,,,,,,,,
37.92,49.67,21.59,,,,,,,,,,
34.47,50.97,21.47,,,,,,,,,,
37.07,50.97,21.47,,,,,,,,,,
43.81,50.97,21.56,,,,,,,,,,
48.71,50.97,21.56,,,,,,,,,,
60.33,52.08,21.65,,,,,,,,,,
82,52.08,21.65,,,,,,,,,,
103.84,52.08,22.16,,,,,,,,,,
124.58,52.08,22.16,,,,,,,,,,
120.59,52.76,22.67,,,,,,,,,,
158.77,52.76,22.67,,,,,,,,,,
195.77,52.76,23.32,,,,,,,,,,
241.51,52.76,23.32,,,,,,,,,,
237.67,52.93,23.98,,,,,,,,,,
275.12,52.93,23.98,,,,,,,,,,
284.03,52.93,24.69,,,,,,,,,,
300.97,52.93,24.69,,,,,,,,,,
244.56,52.88,25.39,,,,,,,,,,
288.13,52.88,25.39,,,,,,,,,,
252.43,52.88,26.02,,,,,,,,,,
212.05,52.88,26.02,,,,,,,,,,
137.79,52.52,26.65,,,,,,,,,,
125.28,52.52,26.65,,,,,,,,,,
96.67,52.52,27.14,,,,,,,,,,
73.4,52.52,27.14,,,,,,,,,,
47.62,51.68,27.62,,,,,,,,,,
41.01,51.68,27.62,,,,,,,,,,
39.48,51.68,27.94,,,,,,,,,,
35.08,51.68,27.94,,,,,,,,,,
32.12,50.82,28.25,,,,,,,,,,
32.05,50.82,28.25,,,,,,,,,,
32.97,50.82,28.37,,,,,,,,,,
31.6,50.82,28.37,,,,,,,,,,
32.4,50.11,28.5,,,,,,,,,,
31.31,50.11,28.5,,,,,,,,,,
28.31,50.11,28.47,,,,,,,,,,
25.39,50.11,28.47,,,,,,,,,,
25.35,48.32,28.42,,,,,,,,,,
24.1,48.32,28.42,,,,,,,,,,
23.53,48.32,28.2,,,,,,,,,,
21.19,48.32,28.2,,,,,,,,,,
21.57,45.55,27.98,,,,,,,,,,
22.66,45.55,27.98,,,,,,,,,,
21.66,45.55,27.57,,,,,,,,,,
20.66,45.55,27.57,,,,,,,,,,
20.11,42.57,27.16,,,,,,,,,,
20.72,42.57,27.16,,,,,,,,,,
20.1,42.57,26.47,,,,,,,,,,
18.64,42.57,26.47,,,,,,,,,,
18.51,40.07,25.76,,,,,,,,,,
18.42,40.07,25.76,,,,,,,,,,
18.15,40.07,25.76,,,,,,,,,,
18.14,41.14,26.56,,,,,,,,,,
18.02,39.27,24.81,,,,,,,,,,
18.07,39.27,24.81,,,,,,,,,,
17.54,39.27,24.24,,,,,,,,,,
17.08,39.27,24.24,,,,,,,,,,
16.59,38.05,23.66,,,,,,,,,,
16.98,38.05,23.66,,,,,,,,,,
16.5,38.05,23.35,,,,,,,,,,
16.49,38.05,23.35,,,,,,,,,,
16.82,37.39,23.04,,,,,,,,,,
16.67,37.39,23.04,,,,,,,,,,
16.59,37.39,22.82,,,,,,,,,,
16.49,37.39,22.82,,,,,,,,,,
16.88,37.47,22.59,,,,,,,,,,
17.17,37.47,22.59,,,,,,,,,,
17.71,37.47,22.42,,,,,,,,,,
18.17,37.47,22.42,,,,,,,,,,
19.2,38.75,22.26,,,,,,,,,,
18.82,38.75,22.26,,,,,,,,,,
19.54,38.75,22.14,,,,,,,,,,
19.49,38.75,22.14,,,,,,,,,,
23.47,41.08,22,,,,,,,,,,
23.01,41.08,22,,,,,,,,,,
26.49,41.08,21.88,,,,,,,,,,
26.36,41.08,21.88,,,,,,,,,,
28.34,42.44,21.78,,,,,,,,,,
26.37,42.44,21.78,,,,,,,,,,
26.12,42.44,21.67,,,,,,,,,,
25.5,42.44,21.67,,,,,,,,,,
26.06,43.69,21.55,,,,,,,,,,
24.26,43.69,21.55,,,,,,,,,,
23.82,43.69,21.45,,,,,,,,,,
23.68,43.69,21.45,,,,,,,,,,
25.51,45.46,21.34,,,,,,,,,,
25.18,45.46,21.34,,,,,,,,,,
25.73,45.46,21.23,,,,,,,,,,
29.22,45.46,21.23,,,,,,,,,,
29.43,47.46,21.1,,,,,,,,,,
29.43,47.46,21.1,,,,,,,,,,
29.66,47.46,20.97,,,,,,,,,,
29.31,47.46,20.97,,,,,,,,,,
30.12,49.3,20.84,,,,,,,,,,
31.26,49.3,20.84,,,,,,,,,,
33.57,49.3,20.73,,,,,,,,,,
37.62,49.3,20.73,,,,,,,,,,
34.24,50.86,20.62,,,,,,,,,,
36.92,50.86,20.62,,,,,,,,,,
44.05,50.86,20.78,,,,,,,,,,
49.23,50.86,20.78,,,,,,,,,,
60.3,52.23,20.94,,,,,,,,,,
80.04,52.23,20.94,,,,,,,,,,
102.4,52.23,21.58,,,,,,,,,,
123.19,52.23,21.58,,,,,,,,,,
118.76,53.17,22.21,,,,,,,,,,
157.87,53.17,22.21,,,,,,,,,,
194.88,53.17,22.99,,,,,,,,,,
243.11,53.17,22.99,,,,,,,,,,
237.96,53.58,23.76,,,,,,,,,,
273.02,53.58,23.76,,,,,,,,,,
